asn,name,cc,users,country_pct,internet_pct,samples
49902,SRR-AS,YT,128786,85.83,0.0031,1587
59497,BUKNET-AS UAR-NET,UA,128678,0.46,0.0031,71014
32097,WII,US,128527,0.05,0.0031,24564
26636,QUICKPACKET-3,RU,128453,0.11,0.0031,1738
33438,STACKPATH,US,128354,0.05,0.0031,24531
137967,DIGICON-ISP-AS Digicon Telecommunication Ltd,BD,128339,0.39,0.0031,192983
37337,HITS-EG,GQ,128330,29.92,0.0031,6842
9009,M247,IT,128252,0.34,0.0031,9893
41557,TELEKABEL-AS,MK,128183,7.48,0.0031,137198
36352,AS-COLOCROSSING,US,128092,0.05,0.0031,24481
201776,MIRANDA-AS,RU,128010,0.11,0.0031,1732
265442,VISUAL LINK COMUNICACOES MULTIMIDIA LTDA - ME,BR,127924,0.08,0.0031,20158
132768,FIVENETWORK-AS-IN Five network Broadband Solution Pvt Ltd,IN,127873,0.02,0.0031,42443
28191,Jupiter Telecomunicacoes e Informatica Ltda,BR,127867,0.08,0.0031,20149
14061,DIGITALOCEAN-ASN,IN,127789,0.02,0.0031,42415
204457,ATLANTIS-CENTRAL,TR,127765,0.20,0.0031,28808
24353,CNGI-XA-IX-AS-AP CERNET2 IX at Xian Jiaotong University,CN,127759,0.02,0.0031,2476
28258,VERO S.A,BR,127658,0.08,0.0031,20116
262673,Vero Internet,BR,127480,0.08,0.0031,20088
45235,GEONET GEOCITY NETWORK SOLUTIONS PVT LTD,IN,127415,0.02,0.0031,42291
50129,TVHORADADA,ES,127303,0.30,0.0031,8191
25369,BANDWIDTH-AS,CH,127037,1.47,0.0031,6870
205272,MCAFEE-CSP,DE,126779,0.18,0.0030,5564
31246,NETBOX-AS NETBOX Autonomous system,CZ,126712,1.45,0.0030,18669
27833,BVNET S.A.,AR,126663,0.34,0.0030,11536
21837,OPERASOFTWARE,US,126564,0.05,0.0030,24189
55081,24SHELLS,GB,126409,0.19,0.0030,18212
28698,UUNETZM-AS,ZM,126409,2.05,0.0030,30972
51265,MASSRESPONSE-AS2 Mass Response Service GmbH,AT,126261,1.52,0.0030,11020
264996,SERVLINK TELECOM LTDA - ME,BR,126185,0.08,0.0030,19884
41754,ERTH-PENZA-AS,RU,125940,0.11,0.0030,1704
42689,GLIDE,GB,125673,0.19,0.0030,18106
141461,MNCKABELMEDIACOM-AS PT. MNC Kabel Mediacom,ID,125654,0.11,0.0030,76910
262493,Webby Tecnologia Ltda,BR,125576,0.08,0.0030,19788
131471,LOGINMEPVTLTD-AS-AP Login.Me Pvt Ltd,PK,125543,0.35,0.0030,116648
38195,SUPERLOOP-AS-AP Superloop,AU,125511,0.56,0.0030,14778
56300,MYREPUBLIC-SG MyRepublic Ltd.,SG,125417,2.45,0.0030,68180
55862,WNET-IN Wan & Lan Internet Pvt Ltd,IN,125123,0.02,0.0030,41530
28635,Titania Telecom,BR,125068,0.08,0.0030,19708
56420,RYAZAN-AS,RU,124905,0.11,0.0030,1690
37229,ATLANTIQUE-TELECOM-,TG,124844,9.29,0.0030,24824
8445,SALZBURG-AG-AS,AT,124840,1.50,0.0030,10896
198820,RADIONETWORK-AS,UA,124624,0.44,0.0030,68777
28114,Alpha Tel S.A.,AR,124478,0.33,0.0030,11337
17841,NCIA-AS-KR NATIONAL INFORMATION RESOURCES SERVICE,KR,124346,0.24,0.0030,35362
266136,R.A INTERNET,BR,124085,0.08,0.0030,19553
42947,SKYNETLINK-AS,ES,123977,0.29,0.0030,7977
24138,CTTNET China TieTong Telecommunications Corporation,CN,123941,0.01,0.0030,2402
12605,LIWEST-AT Linz  Austria,AT,123854,1.49,0.0030,10810
202940,ITCNG ITC Internet Service Provider,IL,123619,1.68,0.0030,48562
50512,BARNAUL-AS,RU,123575,0.10,0.0030,1672
266646,MEYER TELECOM,BR,123558,0.08,0.0030,19470
28580,CILNET Comunicacao e Informatica LTDA.,BR,123368,0.08,0.0030,19440
208397,INFOSTROY-AS INFOSTROY AS,RU,123353,0.10,0.0030,1669
328341,Capricom-AS,ZA,123020,0.35,0.0030,9433
62044,ZSCALER-EMEA,DE,122951,0.17,0.0030,5396
204196,ABELOHOST,NL,122938,0.75,0.0030,20729
3265,XS4ALL-NL Amsterdam,NL,122589,0.75,0.0029,20670
62044,ZSCALER-EMEA,AT,122548,1.47,0.0029,10696
206611,ISPGROUP,IQ,122546,0.36,0.0029,29495
134732,DOTINTERNET-AS-AP Dot Internet,BD,122354,0.37,0.0029,183984
52995,TEN INTERNET Ltda,BR,122270,0.07,0.0029,19267
31012,DCM-AS Vipnet d.o.o.,HR,122012,4.78,0.0029,126019
203953,HIPER,DK,121952,2.16,0.0029,15071
266038,VN TELECOM PROVEDORES A.R.C EIRELI,BR,121952,0.07,0.0029,19217
23750,GERRYS-AS-AP GERRYS INFORMATION TECHNOLOGY PVT LTD.,PK,121570,0.34,0.0029,112957
31725,SHTORM-AS,UA,121033,0.43,0.0029,66795
136946,WEEBO-AS-AP Weebo networks Pvt Ltd,IN,121016,0.02,0.0029,40167
11814,DISTRIBUTEL-AS11814,CA,120822,0.33,0.0029,13911
1403,EBOX,CA,120561,0.33,0.0029,13881
35986,VYVE-BROADBAND,US,120212,0.05,0.0029,22975
135589,IMNCL-AS-AP Internet Maekhong Network Company Limited,MM,119845,0.56,0.0029,36685
132932,ITTHINGS-AS It Things,IN,119769,0.02,0.0029,39753
328880,STE-INTERNET-SMART-SOLUTIONS-AS,TN,119693,1.57,0.0029,34266
138965,SSTI-AS-AP Streamtech Systems Technologies Inc.,PH,119668,0.16,0.0029,58493
49223,EVEREST-AS,UA,119658,0.42,0.0029,66036
327724,NITA,UG,119522,0.92,0.0029,12562
38009,TELIKOM-PNG-AS-AP Telikom PNG Satellite Tier 1 AS Internet Service,PG,119511,9.45,0.0029,9641
4785,XTOM-AS-JP xTom,JP,119507,0.11,0.0029,3914
328510,ikeja,ZA,119447,0.34,0.0029,9159
28523,Cablevision Red  S.A de C.V.,MX,119423,0.13,0.0029,44026
262983,Net Barretos Tecnologia LTDA - ME,BR,119141,0.07,0.0029,18774
34590,IZHEVSK-AS,RU,118771,0.10,0.0029,1607
134022,GENSTAR-JOISTER-AS Genstar Network Solutions Pvt Ltd.,IN,118729,0.02,0.0029,39408
53075,Holistica Provedor Internet Ltda,BR,118456,0.07,0.0028,18666
139009,WSCL-AS-AP Windstream Communication Limited,BD,118093,0.36,0.0028,177577
21191,ASN-SEVERTTK,RU,118032,0.10,0.0028,1597
15516,DK-DANSKKABELTV,DK,118027,2.09,0.0028,14586
28541,Mega Cable  S.A. de C.V.,MX,117977,0.13,0.0028,43493
136994,SOUTHERNPHONE-AS-AP Southern Phone Company Ltd,AU,117943,0.53,0.0028,13887
135247,KNETISP-AS K Net Solutions Pvt Ltd,IN,117901,0.02,0.0028,39133
138277,RADINET-AS-IN Radinet Info Solutions Private Limited,IN,117301,0.02,0.0028,38934
50616,AMC,AL,117255,5.09,0.0028,173215
264642,TELESISTEMA S.R.L.,AR,117231,0.31,0.0028,10677
11796,AIRSTREAMCOMM-NET,US,117199,0.05,0.0028,22399
31404,LYCATEL-AS,DE,117095,0.17,0.0028,5139
203735,CAPACITIES-LTD ********** Facebook **********,IQ,117050,0.34,0.0028,28172
27887,WIND Telecom S.A.,DO,117005,1.50,0.0028,40295
264685,REDES DEL OESTE S.A,AR,116573,0.31,0.0028,10617
31036,NEWTELESYSTEMS,RU,116554,0.10,0.0028,1577
58495,HSPNET-AS-ID PT Parsaoran Global Datatrans,ID,116501,0.10,0.0028,71308
45766,TRIANGLESERVICES Triangle Services Limited.,BD,116363,0.35,0.0028,174975
52940,NEMESIS Provedor de Acesso as Redes de Comunicacao,BR,116222,0.07,0.0028,18314
265175,AS SISTEMAS LTDA,BR,116203,0.07,0.0028,18311
13045,HTP-AS,DE,116001,0.16,0.0028,5091
40285,NORTHLAND-CABLE,US,115974,0.05,0.0028,22165
4782,GSNET Data Communication Business Group,TW,115909,0.44,0.0028,17679
9125,ORIONTELEKOM-AS,RS,115885,1.76,0.0028,109047
14061,DIGITALOCEAN-ASN,NL,115744,0.71,0.0028,19516
199284,ENCOLINE,DE,115682,0.16,0.0028,5077
265605,VELOCOM SA DE CV,MX,115568,0.13,0.0028,42605
399814,LAER-AS-LHR1,GB,115498,0.18,0.0028,16640
6407,PRIMUS-AS6407,CA,115489,0.32,0.0028,13297
4817,TPG-INTERNET-SG-AP TPG Telecom Limited,SG,115419,2.25,0.0028,62745
24940,HETZNER-AS,FI,115364,2.37,0.0028,15435
49183,BEREZHANY-AS,UA,115305,0.41,0.0028,63634
41564,AS41564,PL,115089,0.37,0.0028,10948
138886,DBN-AS-ID PT Data Buana Nusantara,ID,114985,0.10,0.0028,70380
266623,Pedro F Arruda Junior ME,BR,114876,0.07,0.0028,18102
29190,OVERTA-AS,RU,114854,0.10,0.0028,1554
9762,HCN-AS HYUNDAI COMMUNICATIONS NETWORK,KR,114479,0.22,0.0028,32556
30083,AS-30083-GO-DADDY-COM-LLC,US,114441,0.05,0.0027,21872
133652,ZAPBYTES-AS-IN Zapbytes Technologies Pvt. Ltd.,IN,114412,0.02,0.0027,37975
56981,TOMSK-AS,RU,114115,0.10,0.0027,1544
137127,NAVKARS-AS Navkar Supertech Pvt Ltd,IN,114014,0.02,0.0027,37843
264033,FIBER CONNECT LTDA,BR,113969,0.07,0.0027,17959
262569,MGNET INFORMATICA E SERVICOS LTDA,BR,113963,0.07,0.0027,17958
49628,SKYTEL-AS,GE,113878,4.14,0.0027,93003
38457,HNS-AS-AP Honesty Net Solution I Pvt Ltd,IN,113803,0.02,0.0027,37773
8014,BATELNET,BS,113672,31.36,0.0027,112859
28183,MICRON LINE SERVICOS DE INFORMATICA LTDA - ME,BR,113569,0.07,0.0027,17896
50473,ECO-AS,RU,113449,0.10,0.0027,1535
262751,LINK POINT SERVICOS LTDA-ME,BR,113366,0.07,0.0027,17864
141031,CONNECT-AS-AP Connect Communication,PK,113325,0.31,0.0027,105296
57378,ROSTOV-AS,RU,113228,0.10,0.0027,1532
30922,MTS-FBN-SIBERIA-AS,RU,113080,0.10,0.0027,1530
399606,IMAGINGBAY,CN,113054,0.01,0.0027,2191
9310,MYREPUBLICNETS-AS-AP MYREPUBLIC PTY LTD,AU,112677,0.50,0.0027,13267
36149,HAWAIIAN-TELCOM,US,112646,0.04,0.0027,21529
34797,SYSTEM-NET,GE,112556,4.09,0.0027,91923
269820,FULL DATA COMUNICACIONES C.A.,VE,112510,0.57,0.0027,12212
41820,NOVI-AS,UA,112304,0.40,0.0027,61978
41329,BITEL-AS-RIPE Bishkek  Kyrgyzstan,KZ,111977,0.74,0.0027,9121
36999,TELECOM-NAMIBIA,NA,111810,9.38,0.0027,25792
264107,ABC TELECOM - COMUNICACAO EIRELI,BR,111646,0.07,0.0027,17593
134204,BUSINESSNETWORK-AS-AP Business Network,BD,111627,0.34,0.0027,167854
15547,NETPLUS,CH,111596,1.29,0.0027,6035
49282,FICOLO,FI,111447,2.28,0.0027,14911
59253,LEASEWEB-APAC-SIN-11 Leaseweb Asia Pacific pte. ltd.,SG,111376,2.17,0.0027,60547
7482,APOL-AS Asia Pacific On-line Service Inc.,TW,111359,0.43,0.0027,16985
41897,SAT-TRAKT-AS Serbia,RS,111345,1.69,0.0027,104775
47172,GREENHOST,NL,111267,0.68,0.0027,18761
37100,SEACOM-AS,ZA,111074,0.31,0.0027,8517
28005,Digicel Panama  S.A,PA,110725,3.99,0.0027,28201
15108,ALLO-COMM,US,110700,0.04,0.0027,21157
52932,Fibron Telecom,BR,110491,0.07,0.0027,17411
41661,ERTH-CHEL-AS,RU,110419,0.09,0.0027,1494
138168,APN-AS-AP MyanmarAPN,MM,109802,0.51,0.0026,33611
47253,AS-BNETSET,PS,109747,2.98,0.0026,28712
50597,SCOPESKY,IQ,109741,0.32,0.0026,26413
5056,AUREON-5056,US,109711,0.04,0.0026,20968
8334,CO-2COM-AS Moscow,RU,109680,0.09,0.0026,1484
48945,IFNL-AS,GB,109605,0.17,0.0026,15791
58656,BDHUB-BD bdHUB Limited,BD,109544,0.33,0.0026,164722
139054,DATACENTRELIMITED-AS-AP Auckland Data Centre Limited,NZ,109493,2.42,0.0026,16647
51430,ALTUS,NL,109292,0.67,0.0026,18428
36874,Cybersmart,ZA,108922,0.31,0.0026,8352
31898,ORACLE-BMC-31898,CA,108862,0.30,0.0026,12534
42314,FUSION,PS,108658,2.95,0.0026,28427
56902,ENERGY,LB,108497,1.94,0.0026,123200
9919,NCIC-TW New Century InfoComm Tech Co.  Ltd.,TW,108369,0.42,0.0026,16529
204152,ORIENT,IQ,108337,0.31,0.0026,26075
269730,TECNOVEN SERVICES CA,VE,108281,0.55,0.0026,11753
135697,TACHYON-AS-IN Tachyon Communications Pvt Ltd,IN,108199,0.02,0.0026,35913
30844,LIQUID-AS,UG,108180,0.84,0.0026,11370
8449,AS8449-ELCAT,KG,108159,3.67,0.0026,11978
18182,SONET-TW Sony Network Taiwan Limited,TW,107936,0.41,0.0026,16463
47282,ABAZATEL-AS,RU,107611,0.09,0.0026,1456
265705,HUGHES DE COLOMBIA S.A.S.,BR,107413,0.07,0.0026,16926
15525,MEO-EMPRESAS,PT,107334,1.33,0.0026,38399
52468,UFINET PANAMA S.A.,CR,107263,2.57,0.0026,58786
8560,IONOS-AS This is the joint network for IONOS  Fasthosts  Arsys  1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE.,DE,106955,0.15,0.0026,4694
210162,SOFTLINKLTD SOFTLINK LTD,IQ,106874,0.31,0.0026,25723
10269,Belize Telemedia Limited,BZ,106858,51.79,0.0026,147415
263500,Star Telecom SA,BR,106728,0.07,0.0026,16818
202422,GHOST,GB,106724,0.16,0.0026,15376
137085,ANI89-AS-IN Ani Broadband Service Pvt Ltd,IN,106241,0.02,0.0026,35263
63996,MNL-AS-AP Mazeda Networks Limited,BD,105953,0.32,0.0025,159322
9063,SAARGATE-AS VSE NET GmbH,DE,105793,0.15,0.0025,4643
18278,CC9N Cable TV Corporation,JP,105584,0.09,0.0025,3458
262680,Vero Internet,BR,105421,0.06,0.0025,16612
42841,ANTIK,SK,105396,2.28,0.0025,15726
134714,ETPCL-AS-AP Elite Telecom Public Company Limited,MM,105379,0.49,0.0025,32257
149024,MSPCL-AS-AP MYANMAR SHWE PYONE COMPANY LIMITED,MM,105167,0.49,0.0025,32192
50542,VORONEZH-AS,RU,105024,0.09,0.0025,1421
18049,TINP-TW Taiwan Infrastructure Network Technologie,TW,104920,0.40,0.0025,16003
61817,Halley Telecom Comercio & Servico Ltda Me,BR,104862,0.06,0.0025,16524
7602,SPT-AS-VN Saigon Postel Corporation,VN,104800,0.20,0.0025,19690
43561,NET1-AS,BG,104795,2.17,0.0025,66068
270068,DESARROLLO DE INFRAESTRUCTURA DE TELECOMUNICACIONES PERU S.A.C. INFRATEL,PE,104680,0.57,0.0025,12753
12301,INVITECH,HU,104677,1.39,0.0025,29106
266935,CENTROSULNET INFORMATICA EIRELI,BR,104520,0.06,0.0025,16470
49902,SRR-AS,RE,104428,21.21,0.0025,9986
45102,ALIBABA-CN-NET Alibaba US Technology Co.  Ltd.,JP,104332,0.09,0.0025,3417
48176,OOOSET-AS,RU,104211,0.09,0.0025,1410
37529,GITGE,GQ,104191,24.29,0.0025,5555
262726,CORTEZ ON LINE PROVEDOR DE INTERNET LTDA - ME,BR,104056,0.06,0.0025,16397
203451,K-TELECOM-NETWORK,RU,103989,0.09,0.0025,1407
132757,SSWL-AS-IN Sristi Sanchar Webnet Ltd.,IN,103909,0.02,0.0025,34489
61568,ALOO TELECOM - FSF TECNOLOGIA SA,BR,103885,0.06,0.0025,16370
14593,SPACEX-STARLINK,CA,103868,0.29,0.0025,11959
264496,IR Tecnologia Fibralink,BR,103822,0.06,0.0025,16360
37623,SURFLINE_GHANA_AS,GH,103688,0.76,0.0025,49374
61758,TOP NET SERVICOS LTDA,BR,103669,0.06,0.0025,16336
48437,MEREZHA-UA-AS BCM,UA,103534,0.37,0.0025,57138
27927,Coop. Popular de Elec.  Obras y Servicios Pub. de Santa Rosa LTDA,AR,103518,0.27,0.0025,9428
210095,ALMADAR Capacities,IQ,103463,0.30,0.0025,24902
57026,CHEB-AS,RU,103324,0.09,0.0025,1398
263338,VEXNET TELECON INFORMATICA LTDA,BR,103219,0.06,0.0025,16265
57016,ISTV-AS,UZ,102898,0.50,0.0025,7027
135477,JAVADIGITAL-AS-ID PT. Java Digital Nusantara,ID,102733,0.09,0.0025,62881
11816,SERVICIO DI TELECOMUNICACION DI ARUBA SETAR N.V.,AW,102722,92.07,0.0025,52431
16509,AMAZON-02,FR,102688,0.19,0.0025,8793
21859,ZEN-ECN,ID,102559,0.09,0.0025,62774
52444,Pogliotti & Pogliotti Construcciones S.A.,AR,102518,0.27,0.0025,9337
61317,ASDETUK www.heficed.com,US,102449,0.04,0.0025,19580
62240,CLOUVIDER Clouvider - Global ASN,NL,102406,0.62,0.0025,17267
31037,WAVENET,LB,102328,1.83,0.0025,116195
37620,VIETTEL-CM-AS,CM,102134,1.56,0.0025,13750
137,ASGARR Consortium GARR,IT,102078,0.27,0.0025,7874
52568,TOOLSNET TELECOMUNICACOES LTDA - ME,BR,102032,0.06,0.0025,16078
59125,CYBERHOME FAMILY NET JAPAN INCORPORATED,JP,101981,0.09,0.0025,3340
266475,SEM FRONTEIRAS TELECOMUNICACOES LTDA,BR,101880,0.06,0.0024,16054
132996,THREESAINFOWAY-AS Threesa Infoway Pvt.Ltd.,IN,101668,0.02,0.0024,33745
203459,ALMARAJIRAQ,IQ,101594,0.30,0.0024,24452
31655,ASN-GAMMATELECOM,GB,101553,0.16,0.0024,14631
29061,SAIMANET-AS Chui 121,KG,101477,3.44,0.0024,11238
262688,MHNET TELECOM,BR,101474,0.06,0.0024,15990
18747,IFX18747,CO,101435,0.29,0.0024,12964
9694,SEOKYUNG-CATV-AS-KR Seokyung Cable Television Co.. Ltd.,KR,101433,0.20,0.0024,28846
262606,Microtell Telecom,BR,101347,0.06,0.0024,15970
41230,ASK4,GB,101255,0.16,0.0024,14588
61317,ASDETUK www.heficed.com,RU,101181,0.09,0.0024,1369
264444,LINKCE Telecom,BR,101124,0.06,0.0024,15935
267305,G & N SERVICOS DE COMUNICACAO E MULTIMIDIA LTDA,BR,101042,0.06,0.0024,15922
48524,INTERRA-AS at Pervouralsk Bilimbay  Severka  Sredneuralsk  Revda Degtyarsk  Kachkanar  Lesnoy N.Tura  Polevskoy  Krasnoufimsk  Asbest cities of Sverdlovsk reg,RU,101033,0.09,0.0024,1367
21804,ACCESS-SK,CA,100941,0.28,0.0024,11622
138245,XPRESS-AS-IN Xpress Net Solution,IN,100932,0.02,0.0024,33501
56665,TANGO-TELINDUS,LU,100924,16.35,0.0024,26672
45671,AS45671-NET-AU Wholesale Services Provider,AU,100923,0.45,0.0024,11883
137959,VTL-AS-AP Vision Technologies Ltd.,BD,100893,0.30,0.0024,151714
134858,IFORENETWORKS-AS-IN iForce Networks,IN,100869,0.02,0.0024,33480
52721,TOLEDO FIBRA TELECOMUNICACAO LTDA,BR,100839,0.06,0.0024,15890
137263,NETEASE-AS-AP NETEASE HONG KONG LIMITED,CN,100773,0.01,0.0024,1953
46844,ST-BGP,CN,100773,0.01,0.0024,1953
202103,LANET-RV,UA,100599,0.36,0.0024,55518
271799,TELERY NETWORKS  S.R.L,DO,100593,1.29,0.0024,34643
24323,AAMRA-NETWORKS-AS-AP aamra networks limited,BD,100570,0.30,0.0024,151227
53065,Opcao Telecom,BR,100528,0.06,0.0024,15841
209424,FASTSPEED,DK,100444,1.78,0.0024,12413
39001,MTS,RU,100442,0.08,0.0024,1359
39102,AS-ATHM brand At Home,RU,100442,0.08,0.0024,1359
262509,CONEXAO - TELECOM. E INTERNET LTDA,BR,100338,0.06,0.0024,15811
44257,TNGS-SOUTH,RU,100220,0.08,0.0024,1356
16509,AMAZON-02,SG,100199,1.96,0.0024,54471
51035,UFA-AS,RU,100146,0.08,0.0024,1355
28544,Mexico Red de Telecomunicaciones  S. de R.L. de C.V.,MX,100001,0.11,0.0024,36866
56529,RUAD-AS,RU,99998,0.08,0.0024,1353
10075,FGL-AS-BD Fiber@Home Global Limited,BD,99948,0.30,0.0024,150293
15640,FPIC-AS,RU,99924,0.08,0.0024,1352
53184,VERO S.A,BR,99912,0.06,0.0024,15744
42683,ERTH-OREN-AS,RU,99850,0.08,0.0024,1351
132225,CHINATELECOM-QINGHAI-5G-NETWORK China Telecom,CN,99844,0.01,0.0024,1935
50648,UAINET-AS,UA,99820,0.35,0.0024,55088
263124,ZAP TELECOM LTDA,BR,99576,0.06,0.0024,15691
262404,JC TELECOM SERVICOS DE TELECOMUNICACOES LTDA EPP,BR,99532,0.06,0.0024,15684
49037,PG19,RU,99407,0.08,0.0024,1345
61512,GIG@NET SOCIEDAD ANONIMA,PY,99404,1.92,0.0024,6364
25820,IT7NET,US,99388,0.04,0.0024,18995
141767,CG-COMMUNICATION-AS-AP C G Communications Pvt. Ltd,NP,99310,1.38,0.0024,78930
37542,Iclix-CC,ZA,99141,0.28,0.0024,7602
39280,ULTELNET-AS,AZ,99055,1.21,0.0024,12042
31027,GLOBALCONNECT-AS,DK,98890,1.75,0.0024,12221
134913,JETWAYBROADBANDINDIA-AS JETWAY BROADBAND INDIA PVT LTD,IN,98833,0.02,0.0024,32804
31898,ORACLE-BMC-31898,GB,98763,0.15,0.0024,14229
30466,CAXD,CA,98596,0.27,0.0024,11352
8615,CNT-AS Moscow  Russia,RU,98520,0.08,0.0024,1333
2200,FR-RENATER Reseau National de telecommunications pour la Technologie,FR,98449,0.18,0.0024,8430
267684,VISIONMAGICA SOCIEDAD ANONIMA,EC,98350,0.87,0.0024,15490
46375,AS-SONICTELECOM,US,98315,0.04,0.0024,18790
48966,WPT,PS,98268,2.67,0.0024,25709
25250,GAMTEL-AS,GM,98244,18.03,0.0024,97535
12708,ONETEL-AS TalkTalk Communications Limited,GB,98062,0.15,0.0024,14128
34456,RIALCOM-AS,RU,98003,0.08,0.0024,1326
134562,DISCOVERY-INTERNET-AS-AP DISCOVERY INTERNET,BD,97923,0.29,0.0024,147247
50477,SV-EN-AS,RU,97781,0.08,0.0023,1323
198193,ASN-TCABLE,ES,97649,0.23,0.0023,6283
137872,PEOPLESPHONE-HK China Mobile Hong Kong Company Limited,HK,97647,1.40,0.0023,90861
328796,GOMIX-MGT,CD,97564,0.84,0.0023,3028
10029,SHYAMSPECTRA-AS SHYAM SPECTRA PVT LTD,IN,97501,0.02,0.0023,32362
51440,CALLU,PS,97198,2.64,0.0023,25429
199995,OT-AS,UA,97174,0.34,0.0023,53628
328943,AAS1-AS,AO,97165,1.82,0.0023,16156
25820,IT7NET,JP,97156,0.09,0.0023,3182
15366,DNSNET German Internet Service Providers,DE,97135,0.14,0.0023,4263
42183,NET360,LB,97128,1.74,0.0023,110290
8492,OBIT-AS OBIT Ltd.,RU,97042,0.08,0.0023,1313
133606,VIETTELTIMORLESTE-AS-AP Viettel Timor Leste,VN,97029,0.18,0.0023,18230
18978,ENZUINC-,US,96981,0.04,0.0023,18535
267427,NETBITS BRASIL,BR,96980,0.06,0.0023,15282
268858,NANDO NET FIBRA,BR,96942,0.06,0.0023,15276
52554,S. A. da Silva Junior,BR,96936,0.06,0.0023,15275
263025,ISPTEC Sistemas de Comunicacao Eireli,BR,96828,0.06,0.0023,15258
17534,NSK NSK Co. Ltd.,JP,96760,0.09,0.0023,3169
18260,E-CATV EHIME CATV CO. LTD.,JP,96576,0.09,0.0023,3163
327804,TRUSC,ZA,96337,0.27,0.0023,7387
32098,TRANSTELCO-INC,MX,96171,0.11,0.0023,35454
200154,IZONE-AS,AZ,96135,1.18,0.0023,11687
50274,ALFANET-AS,AZ,96061,1.17,0.0023,11678
9123,TIMEWEB-AS,RU,96007,0.08,0.0023,1299
139351,AERONET-AS-AP AERO COMMUNICATIONS BROADBAND PVT. LTD,PK,95855,0.26,0.0023,89064
53237,TELECOMUNICACOES BRASILEIRAS S. A. - TELEBRAS,BR,95692,0.06,0.0023,15079
139088,TUFA-AS-AP TUFA Telecommunication Pvt Ltd.,PK,95664,0.26,0.0023,88886
27924,AMPLIA COMMUNICATIONS LTD.,TT,95403,8.06,0.0023,131041
264984,INTERLINK TECNOLOGIA E SERVICOS DE TELECOMUNICACAO,BR,95286,0.06,0.0023,15015
328228,SBIN-AS,BJ,95190,4.61,0.0023,19069
133524,GTCL-AS-AP Global Technology Co.  Ltd.,MM,95147,0.44,0.0023,29125
37090,ISOCEL,BJ,95075,4.60,0.0023,19046
62044,ZSCALER-EMEA,RU,95046,0.08,0.0023,1286
11835,NOVA FIBRA TELECOM S.A.,BR,95020,0.06,0.0023,14973
3132,Red Cientifica Peruana,PE,95011,0.52,0.0023,11575
264528,KASATECH PROVEDOR DE INTERNET LTDA,BR,94956,0.06,0.0023,14963
211145,KOREKTEL,IQ,94738,0.28,0.0023,22802
8462,TARR1,HU,94567,1.26,0.0023,26295
140607,SIGNINN-AS-AP Sign In PVT LTD,PK,94440,0.26,0.0023,87749
202254,LDL,CY,94284,8.78,0.0023,86229
53173,ARENANET TEL COM E SERV EM INF LTDA,BR,94195,0.06,0.0023,14843
9658,ETPI-IDS-AS-AP Eastern Telecoms Phils.  Inc.,PH,94136,0.13,0.0023,46013
134937,SPEED-AS Speed Communication,IN,94045,0.02,0.0023,31215
396362,LEASEWEB-USA-NYC,US,93810,0.04,0.0023,17929
49561,HATANET-AS49561 KLM,UA,93677,0.33,0.0023,51698
203476,GANDI-AS-2 Domain name registrar - www.gandi.net,FR,93556,0.17,0.0022,8011
52771,GIGA BYTE TELECOMUNICACOES LTDA,BR,93554,0.06,0.0022,14742
271806,MR Networking  SRL,DO,93551,1.20,0.0022,32218
268512,VOO TELECOM,BR,93452,0.06,0.0022,14726
262808,Brasilnet Telecomunicacoes Ltda ME,BR,93433,0.06,0.0022,14723
265509,OPTOENLACES S.A. DE C.V.,MX,93425,0.10,0.0022,34442
41344,VOL-AS,RU,93272,0.08,0.0022,1262
264637,Blue Consulting Group  S. A.,GT,93222,1.01,0.0022,19349
31143,COSMOSTV-AS,BY,93090,1.22,0.0022,27911
27695,EDATEL S.A. E.S.P,CO,92984,0.27,0.0022,11884
10219,SKYCC-AS-MAIN SKYMEDIA CORPORATION LLC,MN,92944,11.17,0.0022,189265
9770,SPEEDONSTV-AS-KR LG HelloVision Corp.,KR,92923,0.18,0.0022,26426
210451,RBK-INVEST,RU,92903,0.08,0.0022,1257
263145,GRUPO MEGA FLASH SERVICOS E COM LTDA - EPP,BR,92894,0.06,0.0022,14638
53078,Acesse Comunicacao Ltda,BR,92760,0.06,0.0022,14617
267420,Norte.Net Telecomunicacoes Ltda,BR,92716,0.06,0.0022,14610
31126,SODETEL-AS,LB,92648,1.66,0.0022,105203
39397,AZ-STARNET-AS,AZ,92606,1.13,0.0022,11258
37575,TMAIS,CV,92556,23.78,0.0022,13742
12494,ASN-POSTLTD,RU,92533,0.08,0.0022,1252
133717,KOREDIGITAL-AS KORE DIGITAL,IN,92240,0.02,0.0022,30616
31117,ENERGOTEL-AS,SK,92213,2.00,0.0022,13759
265591,HNS DE MEXICO  S.A. DE C.V.,MX,91993,0.10,0.0022,33914
52999,STARTNET COMERCIO E SERVICOS DE INFORMATICA LTDA,BR,91973,0.06,0.0022,14493
35539,INFOLINK-T-AS Moscow  Russia,RU,91942,0.08,0.0022,1244
265312,Portal Conexao Ltda,BR,91897,0.06,0.0022,14481
16509,AMAZON-02,BR,91802,0.06,0.0022,14466
52207,TULA-AS,RU,91794,0.08,0.0022,1242
265890,GR SOLUCOES TELECOM LTDA - ME,BR,91726,0.06,0.0022,14454
